"PVWatts Hourly PV Performance Data"
"Requested Location","300 alumni drive"
"Location","Lat, Lng: 38.01, -84.5"
"Latitude (DD)","38.01"
"Longitude (DD)","-84.50"
"Elevation (m)","302.79998779297"
"DC System Size (kW)","8"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"7","27","13","790","171","27","1.6","0.15","961.043","52.377","5805.352","5567.937"
"7","27","14","769","167","27","1.6","0.15","876.2","50.155","5364.261","5142.476"
"7","27","15","371","321","27","1.7","0.15","607.486","42.698","3826.869","3659.559"
"7","27","16","321","253","26","1.7","0.15","439.31","37.38","2840.362","2708.008"
"7","27","17","79","178","25","1.5","0.15","196.448","30.314","1274.392","1197.527"
"7","27","18","0","52","24","1.1","0.15","48.296","25.439","304.269","261.779"
"7","27","19","0","6","22","0.9","0.15","5.551","22.153","21.592","0"
"7","27","20","0","0","22","1","0.15","0","22","0","0"
"7","27","21","0","0","21","1.2","0.15","0","21","0","0"
"7","27","22","0","0","21","1.4","0.15","0","21","0","0"
"7","27","23","0","0","21","1.6","0.15","0","21","0","0"
"7","28","0","0","0","20","1.6","0.15","0","20","0","0"
"7","28","1","0","0","20","1.5","0.15","0","20","0","0"
"7","28","2","0","0","20","1.3","0.15","0","20","0","0"
"7","28","3","0","0","20","1.2","0.15","0","20","0","0"
"7","28","4","0","0","20","1.2","0.15","0","20","0","0"
"7","28","5","0","0","20","1.8","0.15","0","20","0","0"
"7","28","6","23","51","21","2.4","0.15","46.393","22.035","284.841","243.04"
"7","28","7","130","136","22","2.6","0.15","161.874","25.493","1044.908","976.174"
"7","28","8","0","133","24","2.8","0.15","123.805","26.589","799.287","739.256"
"7","28","9","176","321","25","3.1","0.15","434.004","33.614","2820.687","2689.03"
"7","28","10","0","128","26","3.1","0.15","119.615","28.364","749.985","691.701"
"7","28","11","37","378","26","2.8","0.15","403.193","34.379","2561.601","2439.125"
"7","28","12","33","387","26","2.5","0.15","410.985","35.007","2600.063","2476.224"
"7","28","13","203","467","26","2.4","0.15","666.319","40.903","4171.592","3992.067"
"7","28","14","78","408","26","2.5","0.15","467.65","36.266","2968.633","2831.734"
"7","28","15","103","355","26","2.7","0.15","421.807","34.949","2706.564","2578.952"
"7","28","16","60","257","25","2.7","0.15","279.713","30.948","1820.499","1724.283"
"7","28","17","29","162","24","2.6","0.15","162.25","27.52","1059.972","990.704"
"7","28","18","85","91","23","2.4","0.15","95.477","25.124","591.299","538.638"
"7","28","19","0","12","23","2.3","0.15","11.122","23.224","44.652","11.361"
"7","28","20","0","0","23","2.4","0.15","0","23","0","0"
"7","28","21","0","0","22","2.3","0.15","0","22","0","0"
"7","28","22","0","0","22","2.2","0.15","0","22","0","0"
"7","28","23","0","0","22","2.2","0.15","0","22","0","0"
"7","29","0","0","0","22","2.2","0.15","0","22","0","0"
"7","29","1","0","0","22","1.9","0.15","0","22","0","0"
"7","29","2","0","0","22","1.7","0.15","0","22","0","0"
"7","29","3","0","0","22","1.7","0.15","0","22","0","0"
"7","29","4","0","0","22","2","0.15","0","22","0","0"
"7","29","5","0","0","22","2.3","0.15","0","22","0","0"
"7","29","6","0","42","22","2.4","0.15","38.497","22.863","237.205","197.092"
"7","29","7","0","98","23","2.3","0.15","90.63","25.083","588.757","536.186"
"7","29","8","39","206","23","2.4","0.15","213.352","27.798","1401.442","1320.075"
"7","29","9","7","198","24","2.5","0.15","190.265","28.185","1226.342","1151.179"
"7","29","10","155","389","25","2.5","0.15","515.19","36.327","3293.051","3144.656"
"7","29","11","249","444","26","2.5","0.15","687.658","41.109","4313.108","4128.569"
"7","29","12","184","477","27","2.5","0.15","661.729","41.524","4127.467","3949.506"
"7","29","13","311","442","28","2.4","0.15","755.967","44.922","4670.502","4473.299"
"7","29","14","649","243","28","2.3","0.15","846.213","47.363","5230.059","5013.028"
"7","29","15","292","342","28","2.2","0.15","566.858","41.217","3583.752","3425.057"
"7","29","16","607","166","27","1.9","0.15","533.067","40.263","3440.459","3286.841"
"7","29","17","499","135","26","1.6","0.15","323.862","34.541","2073.381","1968.204"
"7","29","18","193","87","25","1.2","0.15","108.395","28.065","633.135","578.992"
"7","29","19","0","14","23","0.9","0.15","12.985","23.358","52.521","18.952"
"7","29","20","0","0","23","0.9","0.15","0","23","0","0"
"7","29","21","0","0","22","1","0.15","0","22","0","0"
"7","29","22","0","0","22","1","0.15","0","22","0","0"
"7","29","23","0","0","22","0.9","0.15","0","22","0","0"
"7","30","0","0","0","21","0.8","0.15","0","21","0","0"
"7","30","1","0","0","20","0.7","0.15","0","20","0","0"
"7","30","2","0","0","20","0.7","0.15","0","20","0","0"
"7","30","3","0","0","19","0.7","0.15","0","19","0","0"
"7","30","4","0","0","19","0.7","0.15","0","19","0","0"
"7","30","5","0","0","19","1","0.15","0","19","0","0"
"7","30","6","243","54","21","1.3","0.15","54.375","22.464","290.834","248.82"
"7","30","7","60","131","23","1.3","0.15","137.315","26.884","886.911","823.775"
"7","30","8","636","133","25","1.2","0.15","452.345","38.17","2947.702","2811.545"
"7","30","9","711","158","26","1.2","0.15","659.833","45.172","4166.17","3986.838"
"7","30","10","90","384","27","1.1","0.15","448.687","40.274","2809.237","2677.986"
"7","30","11","354","409","28","1","0.15","753.252","50.867","4550.956","4357.989"
"7","30","12","336","440","28","0.8","0.15","785.303","53.097","4688.277","4490.444"
"7","30","13","80","445","29","0.6","0.15","514.966","46.354","3131.132","2988.475"
"7","30","14","401","363","29","0.5","0.15","737.139","54.652","4396.368","4208.879"
"7","30","15","688","193","29","0.5","0.15","736.538","54.72","4446.358","4257.097"
"7","30","16","365","240","29","0.6","0.15","453.019","44.387","2851.643","2718.89"
"7","30","17","458","154","28","0.7","0.15","325.362","38.705","2050.211","1945.855"
"7","30","18","264","98","27","0.8","0.15","128.678","31.008","735.284","677.521"
"7","30","19","20","13","25","0.8","0.15","11.608","25.328","46.191","12.846"
"7","30","20","0","0","23","0.9","0.15","0","23","0","0"
"7","30","21","0","0","22","0.9","0.15","0","22","0","0"
"7","30","22","0","0","22","0.9","0.15","0","22","0","0"
"7","30","23","0","0","21","1","0.15","0","21","0","0"
"7","31","0","0","0","21","0.9","0.15","0","21","0","0"
"7","31","1","0","0","20","0.9","0.15","0","20","0","0"
"7","31","2","0","0","20","0.9","0.15","0","20","0","0"
"7","31","3","0","0","19","0.8","0.15","0","19","0","0"
"7","31","4","0","0","19","0.8","0.15","0","19","0","0"
"7","31","5","0","0","20","0.8","0.15","0","20","0","0"
"7","31","6","188","57","21","0.8","0.15","55.367","22.712","308.528","265.887"
"7","31","7","374","130","23","0.5","0.15","225.162","30.757","1395.361","1314.209"
"7","31","8","516","176","26","0.2","0.15","431.238","42.542","2750.973","2621.787"
"7","31","9","604","207","28","0.2","0.15","632.985","52.233","3870.119","3701.277"
"7","31","10","660","226","29","0.5","0.15","799.623","56.89","4761.666","4561.233"
"7","31","11","684","243","30","0.8","0.15","912.703","59.246","5351.567","5130.231"
"7","31","12","341","436","30","1","0.15","786.593","53.864","4681.62","4484.023"
"7","31","13","668","262","30","1.1","0.15","937.358","57.794","5520.565","5293.241"
"7","31","14","632","260","30","1.2","0.15","847.52","54.542","5080.316","4868.591"
"7","31","15","583","242","30","1.2","0.15","700.54","50.316","4300.332","4116.245"
"7","31","16","495","218","30","1.1","0.15","513.308","45.289","3234.874","3088.541"
"7","31","17","383","170","29","1.1","0.15","309.156","38.169","1952.825","1851.92"
"7","31","18","213","100","27","0.9","0.15","122.216","30.728","710.233","653.359"
"7","31","19","116","16","21","0.8","0.15","12.289","21.347","50.062","16.58"
"7","31","20","0","0","21","0.8","0.15","0","21","0","0"
"7","31","21","0","0","21","0.5","0.15","0","21","0","0"
"7","31","22","0","0","21","0.2","0.15","0","21","0","0"
"7","31","23","0","0","21","0.1","0.15","0","21","0","0"
"8","1","0","0","0","20","0.3","0.15","0","20","0","0"
"8","1","1","0","0","19","0.5","0.15","0","19","0","0"
"8","1","2","0","0","18","0.8","0.15","0","18","0","0"
"8","1","3","0","0","17","0.9","0.15","0","17","0","0"
"8","1","4","0","0","16","0.9","0.15","0","16","0","0"
"8","1","5","0","0","17","1.3","0.15","0","17","0","0"
"8","1","6","135","48","19","1.7","0.15","45.856","20.149","260.614","219.671"
"8","1","7","547","89","21","2","0.15","236.168","26.627","1455.187","1371.915"
"8","1","8","675","116","23","2.3","0.15","454.974","33.469","3024.585","2885.703"
"8","1","9","755","132","24","2.4","0.15","663.785","38.959","4304.297","4120.07"
"8","1","10","778","157","25","2.4","0.15","829.132","43.645","5232.806","5015.679"
"8","1","11","789","175","26","2.4","0.15","940.988","47.134","5819.774","5581.848"
"8","1","12","359","410","26","2.5","0.15","778.644","43.114","4851.134","4647.53"
"8","1","13","444","387","26","2.6","0.15","839.556","44.132","5218.71","5002.082"
"8","1","14","253","415","26","2.6","0.15","648.809","40.008","4096.932","3920.053"
"8","1","15","525","257","26","2.4","0.15","670.156","41.065","4269.988","4086.977"
"8","1","16","101","267","25","1.9","0.15","314.072","32.787","2040.384","1936.376"
"8","1","17","0","134","24","1.3","0.15","124.364","27.527","806.137","745.864"
"8","1","18","0","55","23","0.9","0.15","50.964","24.597","322.687","279.545"
"8","1","19","0","5","22","0.8","0.15","4.756","22.135","18.369","0"
"8","1","20","0","0","21","1","0.15","0","21","0","0"
"8","1","21","0","0","21","1.3","0.15","0","21","0","0"
"8","1","22","0","0","21","1.5","0.15","0","21","0","0"
"8","1","23","0","0","20","1.2","0.15","0","20","0","0"
"8","2","0","0","0","20","1","0.15","0","20","0","0"
"8","2","1","0","0","20","1.1","0.15","0","20","0","0"
"8","2","2","0","0","19","1.2","0.15","0","19","0","0"
"8","2","3","0","0","18","1.2","0.15","0","18","0","0"
"8","2","4","0","0","18","1.1","0.15","0","18","0","0"
"8","2","5","0","0","18","1.3","0.15","0","18","0","0"
"8","2","6","241","49","19","1.8","0.15","49.32","20.184","262.86","221.837"
"8","2","7","494","98","20","2.1","0.15","228.337","25.341","1420.274","1338.24"
"8","2","8","638","129","21","2.3","0.15","448.969","31.329","3007.456","2869.181"
"8","2","9","23","252","22","2.5","0.15","252.82","27.563","1651.569","1561.338"
"8","2","10","199","394","23","2.7","0.15","558.524","34.849","3600.739","3441.442"
"8","2","11","800","172","25","3","0.15","948.701","44.156","5939.887","5697.705"
"8","2","12","818","172","26","3.4","0.15","1004.182","44.989","6249.706","5996.546"
"8","2","13","791","188","26","3.6","0.15","979.838","43.962","6127.3","5878.477"
"8","2","14","797","167","25","3.6","0.15","901.657","41.545","5720.659","5486.245"
"8","2","15","789","141","24","3.4","0.15","761.009","38.431","4926.566","4720.29"
"8","2","16","747","119","23","3","0.15","569.191","34.55","3774.037","3608.6"
"8","2","17","649","97","22","2.3","0.15","345.155","29.877","2245.123","2133.861"
"8","2","18","462","66","20","1.4","0.15","129.874","23.381","697.123","640.712"
"8","2","19","84","14","18","0.9","0.15","13.318","18.367","55.406","21.735"
"8","2","20","0","0","17","0.9","0.15","0","17","0","0"
"8","2","21","0","0","16","0.9","0.15","0","16","0","0"
"8","2","22","0","0","16","0.9","0.15","0","16","0","0"
"8","2","23","0","0","16","0.9","0.15","0","16","0","0"
"8","3","0","0","0","15","0.9","0.15","0","15","0","0"
"8","3","1","0","0","14","0.9","0.15","0","14","0","0"
"8","3","2","0","0","14","0.9","0.15","0","14","0","0"
"8","3","3","0","0","13","0.9","0.15","0","13","0","0"
"8","3","4","0","0","13","0.9","0.15","0","13","0","0"
"8","3","5","0","0","14","0.9","0.15","0","14","0","0"
"8","3","6","313","45","16","1.1","0.15","48.438","17.339","247.239","206.769"
"8","3","7","577","85","18","1.2","0.15","239.974","24.814","1484.352","1400.047"
"8","3","8","719","107","21","1.3","0.15","467.716","34.301","3102.403","2960.764"
"8","3","9","799","121","22","1.5","0.15","683.383","40.526","4407.454","4219.572"
"8","3","10","837","136","23","1.6","0.15","858.519","45.713","5376.48","5154.262"
"8","3","11","864","142","24","1.6","0.15","973.389","49.722","5960.842","5717.917"
"8","3","12","875","144","25","1.7","0.15","1025.658","51.507","6217.434","5965.417"
"8","3","13","844","160","25","1.8","0.15","1004.06","50.401","6117.348","5868.878"
"8","3","14","825","154","26","1.9","0.15","913.963","48.664","5634.482","5403.122"
"8","3","15","787","144","25","1.8","0.15","762.097","44.328","4817.659","4615.241"
"8","3","16","722","128","25","1.6","0.15","562.689","39.936","3649.647","3488.617"
"8","3","17","611","106","24","1.3","0.15","338.563","33.55","2170.035","2061.434"
"8","3","18","412","71","22","1","0.15","125.249","25.612","676.215","620.546"
"8","3","19","48","13","20","0.9","0.15","12.367","20.341","50.744","17.238"
"8","3","20","0","0","19","1","0.15","0","19","0","0"
"8","3","21","0","0","19","1.2","0.15","0","19","0","0"
"8","3","22","0","0","19","1.3","0.15","0","19","0","0"
"8","3","23","0","0","19","1.2","0.15","0","19","0","0"
"8","4","0","0","0","19","1.2","0.15","0","19","0","0"
"8","4","1","0","0","19","1.2","0.15","0","19","0","0"
"8","4","2","0","0","19","1.3","0.15","0","19","0","0"
"8","4","3","0","0","19","1.4","0.15","0","19","0","0"
"8","4","4","0","0","19","1.3","0.15","0","19","0","0"
"8","4","5","0","0","19","1.5","0.15","0","19","0","0"
"8","4","6","0","8","21","2","0.15","7.402","21.179","42.013","8.816"
"8","4","7","0","12","22","2.4","0.15","11.117","22.251","66.26","32.203"
"8","4","8","0","18","23","2.4","0.15","16.702","23.375","99.852","64.605"
"8","4","9","0","47","24","2.5","0.15","43.71","24.961","268.502","227.28"
"8","4","10","0","67","25","2.8","0.15","62.423","26.298","384.203","338.881"
"8","4","11","0","52","26","2.9","0.15","48.489","26.99","292.586","250.51"
"8","4","12","0","76","26","2.9","0.15","70.98","27.448","434.138","387.047"
"8","4","13","0","39","26","2.8","0.15","36.372","26.755","216.424","177.047"
"8","4","14","0","55","26","2.7","0.15","51.258","27.084","310.675","267.958"
"8","4","15","0","55","25","2.5","0.15","51.193","26.125","313.731","270.906"
"8","4","16","0","155","24","2.3","0.15","144.721","27.31","932.461","867.712"
"8","4","17","6","139","23","2","0.15","131.319","26.197","857.869","795.763"
"8","4","18","21","79","22","1.8","0.15","74.993","23.896","476.755","428.153"
"8","4","19","0","5","22","1.7","0.15","4.756","22.108","18.372","0"
"8","4","20","0","0","21","1.5","0.15","0","21","0","0"
"8","4","21","0","0","20","1.1","0.15","0","20","0","0"
"8","4","22","0","0","20","0.9","0.15","0","20","0","0"
"8","4","23","0","0","20","0.8","0.15","0","20","0","0"
"8","5","0","0","0","20","0.7","0.15","0","20","0","0"
"8","5","1","0","0","20","0.6","0.15","0","20","0","0"
"8","5","2","0","0","20","0.4","0.15","0","20","0","0"
"8","5","3","0","0","19","0.5","0.15","0","19","0","0"
"8","5","4","0","0","19","0.9","0.15","0","19","0","0"
"8","5","5","0","0","19","1.2","0.15","0","19","0","0"
"8","5","6","0","23","20","1.4","0.15","21.325","20.586","127.83","91.592"
"8","5","7","0","22","20","1.5","0.15","20.392","20.553","126.341","90.155"
"8","5","8","37","200","20","1.5","0.15","207.163","25.604","1372.874","1292.519"
"8","5","9","225","309","21","1.6","0.15","457.619","33.092","2990.873","2853.186"
"8","5","10","158","392","22","1.6","0.15","522.388","35.764","3349.602","3199.204"
"8","5","11","206","444","23","1.6","0.15","640.873","39.869","4036.552","3861.812"
"8","5","12","206","469","23","1.6","0.15","677.698","40.828","4244.762","4062.645"
"8","5","13","345","408","24","1.6","0.15","757.05","43.941","4704.154","4505.759"
"8","5","14","283","404","24","1.7","0.15","665.872","41.17","4190.754","4010.55"
"8","5","15","247","344","24","1.7","0.15","534.603","37.807","3423.647","3270.625"
"8","5","16","166","265","24","1.2","0.15","354.428","34.282","2302.907","2189.598"
"8","5","17","60","165","24","0.7","0.15","176.934","29.84","1147.42","1075.054"
"8","5","18","110","81","23","0.3","0.15","89.371","26.256","537.023","486.285"
"8","5","19","11","6","22","0.1","0.15","5.708","22.199","22.257","0"
"8","5","20","0","0","21","0.2","0.15","0","21","0","0"
"8","5","21","0","0","21","0.4","0.15","0","21","0","0"
"8","5","22","0","0","20","0.6","0.15","0","20","0","0"
"8","5","23","0","0","19","0.7","0.15","0","19","0","0"
"8","6","0","0","0","19","0.8","0.15","0","19","0","0"
"8","6","1","0","0","18","0.8","0.15","0","18","0","0"
"8","6","2","0","0","18","0.8","0.15","0","18","0","0"
"8","6","3","0","0","18","0.8","0.15","0","18","0","0"
"8","6","4","0","0","18","0.8","0.15","0","18","0","0"
"8","6","5","0","0","18","0.7","0.15","0","18","0","0"
"8","6","6","154","50","19","0.7","0.15","47.205","20.504","266.115","224.977"
"8","6","7","401","118","21","0.8","0.15","220.522","27.974","1371.615","1291.304"
"8","6","8","89","217","23","1","0.15","249.241","30.602","1631.592","1542.07"
"8","6","9","703","159","24","1.4","0.15","655.364","42.168","4192.169","4011.915"
"8","6","10","762","170","25","1.7","0.15","828.93","46.453","5172.02","4957.046"
"8","6","11","786","180","26","1.8","0.15","944.006","49.886","5773.446","5537.161"
"8","6","12","802","179","26","2","0.15","995.806","50.166","6068.065","5821.341"
"8","6","13","773","195","26","2.1","0.15","969.253","49.056","5937.275","5695.185"
"8","6","14","751","188","26","2.1","0.15","883.804","47.041","5482.304","5256.336"
"8","6","15","706","177","26","2.1","0.15","732.964","43.478","4645.095","4448.792"
"8","6","16","640","155","25","1.9","0.15","538.789","38.412","3510.881","3354.768"
"8","6","17","542","120","24","1.6","0.15","321.81","32.479","2069.805","1964.755"
"8","6","18","363","74","21","1.3","0.15","118.845","24.199","652.649","597.815"
"8","6","19","35","9","19","1.2","0.15","8.562","19.219","34.67","1.733"
"8","6","20","0","0","18","1.3","0.15","0","18","0","0"
"8","6","21","0","0","17","1.2","0.15","0","17","0","0"
"8","6","22","0","0","16","1","0.15","0","16","0","0"
"8","6","23","0","0","15","1","0.15","0","15","0","0"
